,game_id,time,quarter,event,total_time
30625,69,80.0,3,M. Miller enters the game for C. Smith,2720.0
30626,69,66.0,3,N. Krstic misses 2-pt shot from 19 ft,2748.0
30627,69,65.0,3,Defensive rebound by Team,2750.0
30628,69,52.0,3,A. Jefferson misses 2-pt shot from 6 ft,2776.0
30629,69,50.0,3,Offensive rebound by A. Jefferson,2780.0
30630,69,47.0,3,A. Jefferson misses 2-pt shot at rim (block by N. Krstic),2786.0
30631,69,46.0,3,Defensive rebound by D. Mason,2788.0
30632,69,43.0,3,N. Krstic makes 2-pt shot at rim (assist by R. Westbrook),2794.0
30633,69,29.0,3,R. Foye misses 2-pt shot from 11 ft,2822.0
30634,69,28.0,3,A. Jefferson misses 2-pt shot at rim,2824.0
30635,69,28.0,3,Offensive rebound by A. Jefferson,2824.0
30636,69,26.0,3,Defensive rebound by N. Krstic,2828.0
30637,69,12.0,3,Shooting foul by R. Foye (drawn by R. Westbrook),2856.0
30638,69,12.0,3,B. Cardinal enters the game for A. Jefferson,2856.0
30639,69,12.0,3,R. Westbrook makes free throw 1 of 2,2856.0
30640,69,12.0,3,R. Westbrook makes free throw 2 of 2,2856.0
30641,69,0.0,3,Shooting foul by R. Westbrook (drawn by R. Foye),2160.0
30642,69,0.0,3,R. Foye makes free throw 1 of 3,2160.0
30643,69,0.0,3,R. Foye makes free throw 2 of 3,2160.0
30644,69,0.0,3,R. Foye makes free throw 3 of 3,2160.0
30645,69,0.0,4,End of 3rd quarter,2880.0
30646,69,720.0,4,Start of 4th quarter,2160.0
30647,69,701.0,4,R. Carney misses 3-pt shot from 23 ft,2179.0
30648,69,700.0,4,Offensive rebound by Team,2180.0
30649,69,696.0,4,R. Carney misses 2-pt shot at rim,2184.0
30650,69,693.0,4,Defensive rebound by C. Wilcox,2187.0
30651,69,684.0,4,N. Collison makes 2-pt shot at rim (assist by E. Watson),2196.0
30652,69,684.0,4,Shooting foul by B. Cardinal (drawn by N. Collison),2196.0
30653,69,684.0,4,N. Collison makes free throw 1 of 1,2196.0
30654,69,665.0,4,Violation by E. Watson (kicked ball),2215.0
30655,69,653.0,4,S. Telfair misses 3-pt shot from 25 ft,2227.0
30656,69,650.0,4,Defensive rebound by E. Watson,2230.0
30657,69,647.0,4,C. Wilcox makes 2-pt shot at rim (assist by E. Watson),2233.0
30658,69,629.0,4,K. Love makes 2-pt shot from 8 ft (assist by R. Carney),2251.0
30659,69,619.0,4,K. Weaver makes 2-pt shot from 22 ft (assist by E. Watson),2261.0
30660,69,604.0,4,R. Carney misses 2-pt shot from 6 ft,2276.0
30661,69,603.0,4,Defensive rebound by N. Collison,2277.0
30662,69,596.0,4,K. Weaver misses 3-pt shot from 25 ft,2284.0
30663,69,595.0,4,Defensive rebound by K. Love,2285.0
30664,69,579.0,4,M. Miller makes 3-pt shot from 22 ft (assist by B. Cardinal),2301.0
30665,69,563.0,4,C. Wilcox misses 2-pt shot from 14 ft,2317.0
30666,69,562.0,4,Defensive rebound by M. Miller,2318.0
30667,69,550.0,4,Shooting foul by N. Collison (drawn by K. Love),2330.0
30668,69,550.0,4,K. Love makes free throw 1 of 2,2330.0
30669,69,550.0,4,K. Love misses free throw 2 of 2,2330.0
30670,69,549.0,4,Defensive rebound by N. Collison,2331.0
30671,69,539.0,4,D. Wilkins misses 2-pt shot from 20 ft,2341.0
30672,69,538.0,4,Defensive rebound by K. Love,2342.0
30673,69,530.0,4,Turnover by K. Love (out of bounds lost ball),2350.0
30674,69,530.0,4,Oklahoma City full timeout,2350.0
30675,69,514.0,4,Turnover by D. Wilkins (lost ball; steal by B. Cardinal),2366.0
30676,69,504.0,4,K. Love makes 2-pt shot from 16 ft (assist by S. Telfair),2376.0
30677,69,492.0,4,C. Wilcox misses 2-pt shot from 6 ft (block by B. Cardinal),2388.0
30678,69,490.0,4,Defensive rebound by Team,2390.0
30679,69,475.0,4,S. Telfair makes 2-pt shot from 21 ft (assist by M. Miller),2405.0
